title,price,manufacturing_year,mileage,color,fuel,hp,eurostandard,cubic_capacity,gearbox,type,region,url
Mercedes-Benz GLE 450 AMG 450 AMG,77 777 лв.,септември 2016 г.,197 000,Черен,Бензинов,,6,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21725341766931374-mercedes-benz-gle-450-amg-450-amg
Mercedes-Benz GLE 450 AMG 450AMG 4Matic,77 990 лв.,януари 2016 г.,129 250,Черен,Бензинов,367,,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21691757697999043-mercedes-benz-gle-450-amg-450amg-4matic
Mercedes-Benz GLE 450 AMG Coupe,40 000 EUR,август 2015 г.,189 000,Черен,Бензинов,367,6,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21729669733704424-mercedes-benz-gle-450-amg-coupe
Mercedes-Benz GLE 450 AMG 4 MATIC,79 000 лв.,октомври 2015 г.,189 397,Черен,Бензинов,367,6,3000,автоматична,Джип,Велико Търново,https://www.mobile.bg/obiava-21733413992786992-mercedes-benz-gle-450-amg-4-matic
Mercedes-Benz GLE 450 AMG,82 999 лв.,декември 2015 г.,130 000,Бял,Бензинов,,,,автоматична,Джип,Стара Загора,https://www.mobile.bg/obiava-21725737317245967-mercedes-benz-gle-450-amg
Mercedes-Benz GLE 450 AMG 4Matic,72 999 лв.,февруари 2016 г.,187 500,Червен,Бензинов,367,6,2996,автоматична,Купе,София,https://www.mobile.bg/obiava-21734622962743531-mercedes-benz-gle-450-amg-4matic
Mercedes-Benz GLE 450 AMG AMG Package,99 900 лв.,март 2021 г.,98 078,Бежов,Бензинов,367,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21739184528578548-mercedes-benz-gle-450-amg-amg-package
Mercedes-Benz GLE 450 AMG EQ-BOOST MILD-HIBRID,119 000 лв.,януари 2021 г.,120 000,Бял,Бензинов,367,6,,автоматична,Джип,Русе,https://www.mobile.bg/obiava-21683816943502249-mercedes-benz-gle-450-amg-eq-boost-mild-hibrid
Mercedes-Benz GLE 450 AMG,119 800 лв.,юни 2020 г.,78 100,Хамелеон,Бензинов,367,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-11722957929941500-mercedes-benz-gle-450-amg
Mercedes-Benz GLE 450 AMG 4MATIC,119 900 лв.,ноември 2019 г.,128 000,Черен,Бензинов,367,6,2999,автоматична,Джип,Бургас,https://www.mobile.bg/obiava-21740583639615637-mercedes-benz-gle-450-amg-4matic
"Mercedes-Benz GLE 450 AMG 4М/360/BURMESTER 4D/Панор/3хTV обдухване , ФУЛЛ!!!",120 000 лв.,август 2020 г.,60 000,Сив,Бензинов,390,6,3000,автоматична,Джип,Благоевград,https://www.mobile.bg/obiava-21727541306639016-mercedes-benz-gle-450-amg-4m-360-burmester-4d-panor-3htv-obduhvane-full
Mercedes-Benz GLE 450 AMG Германия,122 000 лв.,ноември 2020 г.,69 000,Черен,Бензинов,367,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21726520455361450-mercedes-benz-gle-450-amg-germaniya
Mercedes-Benz GLE 450 AMG 4MATIC,128 000 лв.,юни 2020 г.,63 935,Сив,Бензинов,367,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21739980509048421-mercedes-benz-gle-450-amg-4matic
Mercedes-Benz GLE 450 AMG  AMG,56 000 EUR,април 2019 г.,89 000,Зелен,Бензинов,367,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21692961090996746-mercedes-benz-gle-450-amg-amg
Mercedes-Benz GLE 450 AMG AMG/4Matic/HuD/Обдухване/Панорама/6+ 1,114 900 лв.,октомври 2019 г.,87 000,Тъмно сив,Бензинов,367,,,автоматична,Джип,Варна,https://www.mobile.bg/obiava-21727763206062287-mercedes-benz-gle-450-amg-amg-4matic-hud-obduhvane-panorama-6-1
Mercedes-Benz GLE 450 AMG,119 000 лв.,ноември 2019 г.,49 000,Тъмно сив,Бензинов,367,6,2999,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21739361942303495-mercedes-benz-gle-450-amg
Mercedes-Benz GLE 450 AMG 4 Matik Line,127 000 лв.,януари 2023 г.,50 000,Светло сив,Бензинов,367,6,2999,автоматична,Джип,Велико Търново,https://www.mobile.bg/obiava-21726224655328695-mercedes-benz-gle-450-amg-4-matik-line
Mercedes-Benz GLE 450 AMG d 4M AMG/MBUX,177 000 лв.,февруари 2024 г.,17 135,Черен,Дизелов,367,6,2989,автоматична,Джип,София,https://www.mobile.bg/obiava-21739092616907182-mercedes-benz-gle-450-amg-d-4m-amg-mbux
Mercedes-Benz GLE 450 AMG,88 999 EUR,януари 2024 г.,9 900,Черен,Дизелов,367,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21711975713856612-mercedes-benz-gle-450-amg
Mercedes-Benz GLE 450 AMG d 4MATIC Coupe,209 800 лв.,декември 2024 г.,8 000,Черен,Дизелов,367,6,2989,автоматична,Купе,София,https://www.mobile.bg/obiava-21737117537402174-mercedes-benz-gle-450-amg-d-4matic-coupe
Mercedes-Benz GLE 450 AMG 4MATIC 6+ 1,210 800 лв.,януари 2025 г.,8 000,Черен,Дизелов,367,6,2989,автоматична,Джип,София,https://www.mobile.bg/obiava-21740489956278899-mercedes-benz-gle-450-amg-4matic-6-1
Mercedes-Benz GLE 450 AMG d COUPE/ AMG/ 4MATIC,89 999 EUR,юли 2023 г.,20,Сив,Дизелов,367,6,,автоматична,Купе,София,https://www.mobile.bg/obiava-11721914524115979-mercedes-benz-gle-450-amg-d-coupe-amg-4matic
Mercedes-Benz GLE 450 AMG d 4MATIC Coupe,218 500 лв.,декември 2024 г.,8 000,Бял,Дизелов,367,6,2989,автоматична,Купе,Бургас,https://www.mobile.bg/obiava-21737375671230535-mercedes-benz-gle-450-amg-d-4matic-coupe
Mercedes-Benz GLE 500 GLE550 * AMG* V8* PANO* HARMAN KA* MASSAGE,56 000 лв.,януари 2017 г.,129 800,Черен,Бензинов,449,6,4700,автоматична,Джип,София,https://www.mobile.bg/obiava-21737443207128307-mercedes-benz-gle-500-gle550-amg-v8-pano-harman-ka-massage
Mercedes-Benz GLE 500 ДИСТРОНИК/КАМЕРА 360/БЕЛГИЯ/ БАРТЕР,58 800 лв.,март 2017 г.,156 000,Сив,Бензинов,333,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21737548740073527-mercedes-benz-gle-500-distronik-kamera-360-belgiya-barter
Mercedes-Benz GLE 500 Amg,63 600 лв.,юни 2017 г.,91 000,Черен,Бензинов,,6,5000,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21736916135460455-mercedes-benz-gle-500-amg
Mercedes-Benz GLE 500 AMG* DESIGNO* PANORAMA* 360CAM* H&K* FULL* TOP*,63 777 лв.,юни 2017 г.,187 000,Черен,Plug-in хибрид,445,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21739451589708961-mercedes-benz-gle-500-amg-designo-panorama-360cam-h-k-full-top
Mercedes-Benz GLE 500 AMG* PANORAMA* KEYLESS* DISTR* HARMAN KARDON,68 600 лв.,януари 2017 г.,127 000,Черен,Бензинов,455,5,4663,автоматична,Джип,София,https://www.mobile.bg/obiava-21724053419782617-mercedes-benz-gle-500-amg-panorama-keyless-distr-harman-kardon
Mercedes-Benz GLE 500 AMG,69 990 лв.,февруари 2018 г.,185 000,Tъмно син,Бензинов,455,6,4700,автоматична,Джип,Бургас,https://www.mobile.bg/obiava-21714220145245096-mercedes-benz-gle-500-amg
Mercedes-Benz GLE 500 AMG,65 000 лв.,февруари 2016 г.,198 000,Черен,Бензинов,455,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21737620799612933-mercedes-benz-gle-500-amg
Mercedes-Benz GLE 500,95 000 лв.,май 2017 г.,54 000,Бял,Бензинов,455,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21679406598172651-mercedes-benz-gle-500
Mercedes-Benz GLE 500 AMG DESIGNIO PREMIUM FULL FULL,Запитване,май 2017 г.,187 000,Черен,Бензинов,445,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21730985146423084-mercedes-benz-gle-500-amg-designio-premium-full-full
Mercedes-Benz GLE 53 4MATIC Night Package,125 000 лв.,юли 2020 г.,80 000,Черен,Бензинов,435,6,3000,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21737641367447290-mercedes-benz-gle-53-4matic-night-package
Mercedes-Benz GLE 53 4MATIC,127 000 лв.,април 2020 г.,100 000,Бял,Хибриден,435,6,,автоматична,Джип,Плевен,https://www.mobile.bg/obiava-21708195661026513-mercedes-benz-gle-53-4matic
Mercedes-Benz GLE 53 4MATIC + AMG EQ Boost Exclusive,129 900 лв.,май 2020 г.,156 567,Черен,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21732702106986532-mercedes-benz-gle-53-4matic-amg-eq-boost-exclusive
Mercedes-Benz GLE 53 4MATIC AMG+ LASER NIGHT PANO 22  BURMESTER,129 900 лв.,февруари 2020 г.,97 000,Сив,Бензинов,435,6,3000,автоматична,Джип,Варна,https://www.mobile.bg/obiava-21684081510198684-mercedes-benz-gle-53-4matic-amg-laser-night-pano-22-burmester
Mercedes-Benz GLE 53 4MATIC AMG,130 000 лв.,януари 2022 г.,46 000,Перла,Бензинов,435,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21710612344626623-mercedes-benz-gle-53-4matic-amg
Mercedes-Benz GLE 53 4MATIC AMG| NIGHT PACKAGE| PANO| PERFORMANCE EXHAUST,134 999 лв.,септември 2020 г.,140 824,Бял,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21739717447563626-mercedes-benz-gle-53-4matic-amg-night-package-pano-performance-exhaust
Mercedes-Benz GLE 53 4MATIC Burmester* Pano* Подгрев,58 999 EUR,януари 2020 г.,141 435,Сив,Бензинов,435,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21738766310272688-mercedes-benz-gle-53-4matic-burmester-pano-podgrev
"Mercedes-Benz GLE 53 4MATIC AMG, ЛИЗИНГ",139 000 лв.,септември 2020 г.,61 800,Черен,Бензинов,435,6,3000,автоматична,Джип,Пазарджик,https://www.mobile.bg/obiava-21722874677275487-mercedes-benz-gle-53-4matic-amg-lizing
Mercedes-Benz GLE 53 4MATIC AMG,139 000 лв.,януари 2020 г.,96 000,Тъмно сив,Бензинов,435,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21703672500913109-mercedes-benz-gle-53-4matic-amg
Mercedes-Benz GLE 53 4MATIC 4MATIC+ AMG EQ Boost,139 000 лв.,май 2021 г.,51 800,Tъмно син,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21739612441722233-mercedes-benz-gle-53-4matic-4matic-amg-eq-boost
Mercedes-Benz GLE 53 4MATIC Coupe EQ Boost Exclusive Night Package,144 999 лв.,юли 2020 г.,109 581,Сив,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21737987287098105-mercedes-benz-gle-53-4matic-coupe-eq-boost-exclusive-night-package
Mercedes-Benz GLE 53 4MATIC COUPE/FULL/ЛИЗИНГ,75 000 EUR,август 2021 г.,75 000,Сив,Бензинов,435,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21731519470233914-mercedes-benz-gle-53-4matic-coupe-full-lizing
Mercedes-Benz GLE 53 4MATIC,123 999 лв.,януари 2021 г.,130 000,Син,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21734683671324844-mercedes-benz-gle-53-4matic
Mercedes-Benz GLE 53 4MATIC АМГ/Burm/обдух/панор/масаж/ НОВА/ТОП!!!,149 000 лв.,септември 2021 г.,36 000,Бял,Бензинов,435,6,3000,автоматична,Джип,Благоевград,https://www.mobile.bg/obiava-21737402310052997-mercedes-benz-gle-53-4matic-amg-burm-obduh-panor-masazh-nova-top
Mercedes-Benz GLE 53 4MATIC AMG в ГАРАНЦИЯ до 11.2025г.,149 900 лв.,ноември 2021 г.,59 973,Черен,Бензинов,435,6,3000,автоматична,Джип,Русе,https://www.mobile.bg/obiava-21733572371424543-mercedes-benz-gle-53-4matic-amg-v-garantsiya-do-11-2025g
Mercedes-Benz GLE 53 4MATIC AMG* 4M+ * DISTR* PANO* LED* 360CAM*,128 880 лв.,май 2021 г.,78 100,Бял,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21740657058415377-mercedes-benz-gle-53-4matic-amg-4m-distr-pano-led-360cam
Mercedes-Benz GLE 53 4MATIC HEAD UP* 4MATIC+ Coupe,155 000 лв.,юли 2020 г.,44 000,Червен,Бензинов,435,5,,автоматична,Джип,София,https://www.mobile.bg/obiava-21732530899012977-mercedes-benz-gle-53-4matic-head-up-4matic-coupe
Mercedes-Benz GLE 53 4MATIC AMG,160 000 лв.,февруари 2023 г.,94 000,Черен,Бензинов,435,6,53 к,автоматична,Джип,Ямбол,https://www.mobile.bg/obiava-21738140973780476-mercedes-benz-gle-53-4matic-amg
Mercedes-Benz GLE 53 4MATIC AMG Coupe,136 999 лв.,януари 2020 г.,115 500,Бял,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21740067301832421-mercedes-benz-gle-53-4matic-amg-coupe
Mercedes-Benz GLE 53 4MATIC AMG,165 000 лв.,април 2021 г.,65 000,Бял,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21731537983334965-mercedes-benz-gle-53-4matic-amg
Mercedes-Benz GLE 53 4MATIC Coupe,139 999 лв.,януари 2021 г.,100 000,Черен,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21733496324431453-mercedes-benz-gle-53-4matic-coupe
Mercedes-Benz GLE 53 4MATIC GLE 53 AMG,140 000 лв.,април 2023 г.,64 500,Черен,Бензинов,435,6,3000,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21739025906790563-mercedes-benz-gle-53-4matic-gle-53-amg
Mercedes-Benz GLE 53 4MATIC Оперативен лизинг 6200лв,140 000 лв.,октомври 2021 г.,40 000,,Бензинов,,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21701953646531661-mercedes-benz-gle-53-4matic-operativen-lizing-6200lv
Mercedes-Benz GLE 53 4MATIC,172 000 лв.,януари 2022 г.,17 000,Tъмно син,Бензинов,435,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21739268180371102-mercedes-benz-gle-53-4matic
Mercedes-Benz GLE 53 4MATIC / AMG/ AIRMATIC/ NIGHT/ 360/ DISTRONIC/ LED/ 21/,147 780 лв.,март 2023 г.,37 000,Тъмно сив,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21720165006387195-mercedes-benz-gle-53-4matic-amg-airmatic-night-360-distronic-led-21
Mercedes-Benz GLE 53 4MATIC AMG,179 900 лв.,януари 2021 г.,38 286,Сив,Бензинов,435,6,2999,автоматична,Джип,Русе,https://www.mobile.bg/obiava-21700249758616064-mercedes-benz-gle-53-4matic-amg
Mercedes-Benz GLE 53 4MATIC AMG Coupe Carbon Burmester,95 999 EUR,март 2021 г.,33 500,Бял,Бензинов,435,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21657887574419877-mercedes-benz-gle-53-4matic-amg-coupe-carbon-burmester
Mercedes-Benz GLE 53 4MATIC AMG Coupe 4Matic,156 999 лв.,януари 2021 г.,120 000,Черен,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21737376794728892-mercedes-benz-gle-53-4matic-amg-coupe-4matic
Mercedes-Benz GLE 53 4MATIC Burmester* 360* Panorama 6+ 1* ГАРАНАЦИЯ 2026г,158 000 лв.,май 2023 г.,42 500,Бял,Бензинов,435,6,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21737035789172479-mercedes-benz-gle-53-4matic-burmester-360-panorama-6-1-garanatsiya-2026g
Mercedes-Benz GLE 53 4MATIC  4Matic+ Coupe + AMG+ Pano,80 999 EUR,февруари 2021 г.,32 300,Бял,Бензинов,435,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21732699135210936-mercedes-benz-gle-53-4matic-4matic-coupe-amg-pano
Mercedes-Benz GLE 53 4MATIC AMG/4Matic/Камера/Virtual/Coupe,159 900 лв.,февруари 2021 г.,40 000,Тъмно сив,Бензинов,435,,,автоматична,Джип,Варна,https://www.mobile.bg/obiava-21730453548701424-mercedes-benz-gle-53-4matic-amg-4matic-kamera-virtual-coupe
Mercedes-Benz GLE 53 4MATIC AMG/4Matic/Камера/Virtual/Coupe,159 900 лв.,февруари 2021 г.,40 000,Тъмно сив,Бензинов,435,,,автоматична,Купе,София,https://www.mobile.bg/obiava-21730451119880220-mercedes-benz-gle-53-4matic-amg-4matic-kamera-virtual-coupe
Mercedes-Benz GLE 53 4MATIC / AMG/ COUPE/ AIRMATIC/ 360/ HEAD UP/ NIGHT/ 22/,159 980 лв.,август 2022 г.,22 100,Черен,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21707131224441192-mercedes-benz-gle-53-4matic-amg-coupe-airmatic-360-head-up-night-22
Mercedes-Benz GLE 53 4MATIC Airmatic*Pano*WideScreen*360*APP*MBUX,163 500 лв.,януари 2022 г.,21 000,Тъмно син мет.,Бензинов,435,6,2999,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21581768340682889-mercedes-benz-gle-53-4matic-airmatic-pano-widescreen-360-app-mbux
Mercedes-Benz GLE 53 4MATIC AMG Burmester,83 999 EUR,септември 2023 г.,38 000,Бял,Бензинов,435,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21732696271827671-mercedes-benz-gle-53-4matic-amg-burmester
Mercedes-Benz GLE 53 4MATIC Coupe BURMESTER MULTIBEAM LIGHT PANO MATT,207 900 лв.,април 2023 г.,23 000,Черен,Бензинов,435,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21737529753867332-mercedes-benz-gle-53-4matic-coupe-burmester-multibeam-light-pano-matt
Mercedes-Benz GLE 53 4MATIC AMG* DISTR* TV* BURM* HEAD-UP* NIGHT*,173 880 лв.,февруари 2022 г.,35 600,Сив,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21740656554291516-mercedes-benz-gle-53-4matic-amg-distr-tv-burm-head-up-night
Mercedes-Benz GLE 53 4MATIC COUPE* 360* Burmester* NIGHT* MBUX,175 500 лв.,ноември 2021 г.,21 450,Тъмно сив,Бензинов,435,6,2999,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21581767722543949-mercedes-benz-gle-53-4matic-coupe-360-burmester-night-mbux
Mercedes-Benz GLE 53 4MATIC 4+ Coupe / Premium / Carbon /Facelift,89 999 EUR,октомври 2023 г.,26 100,Черен,Бензинов,435,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21732697004725394-mercedes-benz-gle-53-4matic-4-coupe-premium-carbon-facelift
Mercedes-Benz GLE 53 4MATIC AMG/ FACELIFT/ NIGHT/ PANO/BURM/ 360/ AIRMATIC/ 21,177 780 лв.,ноември 2023 г.,23 284,Черен,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21739523671305817-mercedes-benz-gle-53-4matic-amg-facelift-night-pano-burm-360-airmatic-21
Mercedes-Benz GLE 53 4MATIC 6+ 1,216 800 лв.,декември 2024 г.,8 000,Черен,Бензинов,435,6,2999,автоматична,Джип,Бургас,https://www.mobile.bg/obiava-21737452065100087-mercedes-benz-gle-53-4matic-6-1
Mercedes-Benz GLE 53 4MATIC AMG/ FACELIFT/ NIGHT/ BURM/ PANO/ 360/ HEAD UP/ 22,181 880 лв.,октомври 2023 г.,11 000,Червен,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21739525789502997-mercedes-benz-gle-53-4matic-amg-facelift-night-burm-pano-360-head-up-22
Mercedes-Benz GLE 53 4MATIC 6+ 1,218 800 лв.,януари 2025 г.,8 000,Черен,Бензинов,435,6,2999,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21740469835191182-mercedes-benz-gle-53-4matic-6-1
Mercedes-Benz GLE 53 4MATIC 4Matic+ = Panorama= Гаранция,187 840 лв.,май 2024 г.,5 000,Бял,Бензинов,455,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21734697975054609-mercedes-benz-gle-53-4matic-4matic-panorama-garantsiya
Mercedes-Benz GLE 53 4MATIC 7-Местен,190 000 лв.,март 2024 г.,25 700,Сив,Бензинов,435,6,3000,автоматична,Джип,Велико Търново,https://www.mobile.bg/obiava-21739178391098942-mercedes-benz-gle-53-4matic-7-mesten
Mercedes-Benz GLE 53 4MATIC AMG EQ Boost,229 999 лв.,септември 2023 г.,16 000,Сив,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21735913494321509-mercedes-benz-gle-53-4matic-amg-eq-boost
Mercedes-Benz GLE 53 4MATIC / AMG/ FACELIFT/ NIGHT/ PANO/ BURM/ 360/ HEAD UP/,192 980 лв.,октомври 2023 г.,14 000,Тъмно сив,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21722419442133582-mercedes-benz-gle-53-4matic-amg-facelift-night-pano-burm-360-head-up
Mercedes-Benz GLE 53 4MATIC 4Matic+ = Advanced Plus= Гаранция,195 840 лв.,август 2024 г.,9 000,Черен,Бензинов,435,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21735045418501832-mercedes-benz-gle-53-4matic-4matic-advanced-plus-garantsiya
Mercedes-Benz GLE 53 4MATIC +  COUPE AMG FACELIFT,195 999 лв.,януари 2025 г.,60,Черен,Бензинов,455,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21688164461467794-mercedes-benz-gle-53-4matic-coupe-amg-facelift
Mercedes-Benz GLE 53 4MATIC Coupe 4Matic+ = Night Package= Гаранция,196 670 лв.,септември 2023 г.,8 000,Черен,Бензинов,455,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21734698184180917-mercedes-benz-gle-53-4matic-coupe-4matic-night-package-garantsiya
Mercedes-Benz GLE 53 4MATIC +,196 999 лв.,октомври 2023 г.,19 000,Черен,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21734019694593268-mercedes-benz-gle-53-4matic
Mercedes-Benz GLE 53 4MATIC AMG/FACELIFT/NIGHT/PANO/BURMESTER/360/MULTIBEAМ/22,198 980 лв.,септември 2024 г.,9 900,Тъмно сив,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21740043612783489-mercedes-benz-gle-53-4matic-amg-facelift-night-pano-burmester-360-multibeam-22
Mercedes-Benz GLE 53 4MATIC 4M+ /Pano/HUD/Burmester/6+ 1,199 900 лв.,октомври 2023 г.,28 000,Черен,Бензинов,435,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21738614353775815-mercedes-benz-gle-53-4matic-4m-pano-hud-burmester-6-1
Mercedes-Benz GLE 53 4MATIC 4M+ /Pano/HUD/Burmester/6+ 1,199 900 лв.,октомври 2023 г.,28 000,Черен,Бензинов,435,,,автоматична,Джип,Варна,https://www.mobile.bg/obiava-21738619020823222-mercedes-benz-gle-53-4matic-4m-pano-hud-burmester-6-1
Mercedes-Benz GLE 53 4MATIC AMG/ COUPE/FACELIFT/BURM/PANO/HEAD UP/AIRMATIC/22/,201 980 лв.,септември 2023 г.,14 700,Черен,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21740049985691095-mercedes-benz-gle-53-4matic-amg-coupe-facelift-burm-pano-head-up-airmatic-22
Mercedes-Benz GLE 53 4MATIC Coupe,242 500 лв.,октомври 2024 г.,8 000,Сив,Бензинов,435,6,2999,автоматична,Купе,Варна,https://www.mobile.bg/obiava-21733137993911070-mercedes-benz-gle-53-4matic-coupe
Mercedes-Benz GLE 53 4MATIC 4MATIC + COUPE AMG FACELIFT,203 500 лв.,март 2024 г.,30,Син,Бензинов,455,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21738571358239166-mercedes-benz-gle-53-4matic-4matic-coupe-amg-facelift
Mercedes-Benz GLE 53 4MATIC AMG/COUPE/FACELIFT/CARBON/BURM/360/HUD/22/PANO/,203 980 лв.,август 2023 г.,21 370,Тъмно сив,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21740046799717288-mercedes-benz-gle-53-4matic-amg-coupe-facelift-carbon-burm-360-hud-22-pano
Mercedes-Benz GLE 53 4MATIC AMG,205 999 лв.,октомври 2023 г.,7 000,Черен,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21733923124545014-mercedes-benz-gle-53-4matic-amg
Mercedes-Benz GLE 53 4MATIC Coupe 4Matic+ = Premium= Гаранция,206 340 лв.,февруари 2024 г.,7 500,Бял,Бензинов,435,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21735045576560133-mercedes-benz-gle-53-4matic-coupe-4matic-premium-garantsiya
Mercedes-Benz GLE 53 4MATIC HYBRID COUPE,249 900 лв.,май 2024 г.,8 000,Сив,Хибриден,544,6,2999,автоматична,Купе,Варна,https://www.mobile.bg/obiava-21720785768580576-mercedes-benz-gle-53-4matic-hybrid-coupe
Mercedes-Benz GLE 53 4MATIC  Coupe,109 800 EUR,февруари 2025 г.,10,Сив,Бензинов,435,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21740153067608913-mercedes-benz-gle-53-4matic-coupe
Mercedes-Benz GLE 53 4MATIC AMG/FACELIFT/COUPE/NIGHT/BURM/PANO/BURM/HEAD UP/22,214 980 лв.,март 2024 г.,9 999,Тъмно сив,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21731941244583818-mercedes-benz-gle-53-4matic-amg-facelift-coupe-night-burm-pano-burm-head-up-22
Mercedes-Benz GLE 53 4MATIC + AMG Coupe,217 999 лв.,октомври 2023 г.,19 000,Черен,Бензинов,435,6,2999,автоматична,Купе,София,https://www.mobile.bg/obiava-21734085215778006-mercedes-benz-gle-53-4matic-amg-coupe
Mercedes-Benz GLE 53 4MATIC 4M+ Coupé /PANO/BURM/FULL/,112 000 EUR,януари 2024 г.,16 300,Черен,Бензинов,435,6,,автоматична,Купе,София,https://www.mobile.bg/obiava-21723209796402522-mercedes-benz-gle-53-4matic-4m-coup-233-pano-burm-full
Mercedes-Benz GLE 53 4MATIC Hybrid 4Matic+ Coupé = Premium Plus= Гаранция,225 670 лв.,септември 2024 г.,7 000,Черен,Plug-in хибрид,619,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21734699262742924-mercedes-benz-gle-53-4matic-hybrid-4matic-coup-233-premium-plus-garantsiya
Mercedes-Benz GLE 53 4MATIC Hybrid 4Matic+ = Premium Plus= Гаранция,229 090 лв.,август 2024 г.,12 000,Бял,Plug-in хибрид,619,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21734699041820377-mercedes-benz-gle-53-4matic-hybrid-4matic-premium-plus-garantsiya
Mercedes-Benz GLE 53 4MATIC Hybrid 4Matic+ = Premium Plus= Гаранция,232 670 лв.,юли 2024 г.,14 000,Черен,Plug-in хибрид,619,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21734698779233786-mercedes-benz-gle-53-4matic-hybrid-4matic-premium-plus-garantsiya
Mercedes-Benz GLE 53 4MATIC + AMG facelift 7местен #100% #FULL#MANUFAKTUR#iCar,119 900 EUR,септември 2023 г.,50,Сив,Хибриден,455,6,2999,автоматична,Джип,Стара Загора,https://www.mobile.bg/obiava-21682864729517829-mercedes-benz-gle-53-4matic-amg-facelift-7mesten-100-full-manufaktur-icar
